Date,High,Low,Open,Close,Volume,Adj Close
6/15/2000,3.334821463,3.178571463,3.258928537,3.299107075,62143200,2.199854851
6/16/2000,3.348214388,3.180803537,3.339285612,3.256696463,75891200,2.171575069
6/19/2000,3.495535612,3.207589388,3.234375,3.450892925,98501200,2.301065683
6/20/2000,3.712053537,3.513392925,3.517857075,3.616071463,125347600,2.411207199
6/21/2000,4.066964149,3.59375,3.607142925,3.973214388,122500000,2.649351358
6/22/2000,4.116071224,3.825892925,3.982142925,3.839285612,116928000,2.56004715
6/23/2000,3.901785612,3.629464388,3.841514349,3.691964388,51241400,2.461812735
6/26/2000,3.910714388,3.723214388,3.75,3.866071463,46338600,2.577908754
6/27/2000,3.964285612,3.6875,3.841514349,3.696428537,50867600,2.464789867
6/28/2000,3.955357075,3.678571463,3.808035612,3.888392925,71607200,2.592792273
6/29/2000,3.852678537,3.647321463,3.790178537,3.660714388,50915200,2.440975428
6/30/2000,3.924107075,3.691964388,3.772321463,3.741071463,80774400,2.494556904
7/3/2000,3.879464388,3.723214388,3.723214388,3.808035612,17707200,2.539209127
7/5/2000,3.941964388,3.625,3.803571463,3.6875,66304000,2.458836079
7/6/2000,3.78125,3.544642925,3.75,3.700892925,77386400,2.467766523
7/7/2000,3.915178537,3.723214388,3.756692886,3.888392925,65900800,2.592792273
7/10/2000,4.160714149,3.839285612,3.863835812,4.080357075,99449000,2.720794678
7/11/2000,4.232142925,3.959821463,4.071428776,4.066964149,89474000,2.711863756
7/12/2000,4.209821224,4.026785851,4.151785851,4.205357075,56358400,2.804145098
7/13/2000,4.330357075,3.910714388,4.178571224,4.035714149,111414800,2.691026688
7/14/2000,4.214285851,4.0625,4.080357075,4.120535851,47569200,2.747585535
7/17/2000,4.200892925,4.080357075,4.160714149,4.165178776,65000600,2.777353525
7/18/2000,4.205357075,4.0625,4.178571224,4.089285851,79601200,2.726748705
7/19/2000,4.058035851,3.696428537,3.941964388,3.763392925,114468200,2.509442329
7/20/2000,4.075892925,3.866071463,3.928571463,3.9375,116393200,2.625537634
7/21/2000,3.973214388,3.78125,3.882807255,3.825892925,49058800,2.551116467
7/24/2000,3.776785612,3.392857075,3.754464388,3.477678537,103042800,2.318926573
7/25/2000,3.616071463,3.504464388,3.59375,3.575892925,52901800,2.384416103
7/26/2000,3.660714388,3.517857075,3.560264349,3.575892925,52617600,2.384416103
7/27/2000,3.803571463,3.5625,3.571428537,3.714285612,73746400,2.476696968
7/28/2000,3.75,3.348214388,3.734371424,3.450892925,59473400,2.301065683
7/31/2000,3.6875,3.482142925,3.511157036,3.629464388,38824800,2.420138359
8/1/2000,3.654014349,3.517857075,3.59375,3.522321463,34321000,2.348694801
8/2/2000,3.566964388,3.370535612,3.5,3.375,40588800,2.250459909
8/3/2000,3.433035612,3.160714388,3.254464388,3.428571463,84974400,2.286181688
8/4/2000,3.660714388,3.308035612,3.533478498,3.383928537,65780400,2.256413698
8/7/2000,3.504464388,3.370535612,3.419642925,3.424107075,46837000,2.283204556
8/8/2000,3.428571463,3.308035612,3.424107075,3.339285612,44168600,2.226645947
8/9/2000,3.459821463,3.375,3.4375,3.392857075,94910200,2.262367487
8/10/2000,3.459821463,3.383928537,3.428571463,3.397321463,62928600,2.26534462
8/11/2000,3.428571463,3.254464388,3.345978498,3.40625,59514000,2.271297932
8/14/2000,3.40625,3.308035612,3.399549961,3.361607075,39165000,2.241529703
8/15/2000,3.424107075,3.321428537,3.375,3.334821463,28550200,2.223669529
8/16/2000,3.5,3.34375,3.348214388,3.464285612,35918400,2.309995651
8/17/2000,3.745535612,3.450892925,3.455357075,3.674107075,67725000,2.449905634
8/18/2000,3.700892925,3.5625,3.669642925,3.571428537,47544000,2.381439924
8/21/2000,3.683035612,3.544642925,3.589285612,3.607142925,33616800,2.40525341
8/22/2000,3.772321463,3.598214388,3.616071463,3.691964388,69200600,2.461812735
8/23/2000,3.910714388,3.647321463,3.676335812,3.879464388,59215800,2.586838722
8/24/2000,4.044642925,3.8125,3.905128479,4.007807255,77691600,2.672417641
8/25/2000,4.107142925,4.026785851,4.035714149,4.058035851,83615000,2.705910206
8/28/2000,4.214285851,4.075892925,4.089285851,4.147321224,89751200,2.765446663
8/29/2000,4.245535851,4.120535851,4.133928776,4.227678776,66757600,2.819029331
8/30/2000,4.285714149,4.193078518,4.214285851,4.25,71348200,2.833913326
8/31/2000,4.392857075,4.209821224,4.212049961,4.352678776,104899200,2.902379274
9/1/2000,4.544642925,4.366071224,4.379464149,4.53125,64218000,3.021450758
9/5/2000,4.580357075,4.446428776,4.475442886,4.459821224,74660600,2.973821878
9/6/2000,4.455357075,4.125,4.383928776,4.174107075,88851000,2.783307791
9/7/2000,4.46875,4.160714149,4.223214149,4.428571224,54366200,2.95298481
9/8/2000,4.401785851,4.178571224,4.401785851,4.205357075,48879600,2.804145098
9/11/2000,4.3125,4.151785851,4.191964149,4.174107075,46845400,2.783307791
9/12/2000,4.290178776,4.071428776,4.095978737,4.125,46999400,2.750562429
9/13/2000,4.25,4.053571224,4.053571224,4.142857075,76496000,2.762469053
9/14/2000,4.258928776,4.058035851,4.183035851,4.061378479,106638000,2.708139658
9/15/2000,4.15625,3.875,4.125,3.945307255,98628600,2.630743027
9/18/2000,4.339285851,3.933035612,3.946428537,4.332585812,106134000,2.888980865
9/19/2000,4.321428776,4.183035851,4.267857075,4.28125,67877600,2.854750395
9/20/2000,4.388392925,4.183035851,4.243299961,4.360485554,56847000,2.907584667
9/21/2000,4.258928776,3.946428537,4.178571224,4.049107075,127622600,2.699956656
9/22/2000,3.745535612,3.571428537,3.59375,3.727678537,181675200,2.48562789
9/25/2000,3.964285612,3.71875,3.767857075,3.821428537,108887800,2.548140287
9/26/2000,3.910714388,3.669642925,3.808035612,3.674107075,72734200,2.449905634
9/27/2000,3.767857075,3.446428537,3.696428537,3.495535612,100564800,2.33083415
9/28/2000,3.84375,3.4375,3.522321463,3.821428537,244896400,2.548140287
9/29/2000,2.071428537,1.8125,2.013392925,1.839285731,1855410200,1.226441503
10/2/2000,1.910714269,1.678571463,1.90625,1.732142806,606197200,1.154997826
10/3/2000,1.785714269,1.584821463,1.78125,1.59375,509530000,1.062717319
10/4/2000,1.696428537,1.5625,1.598214269,1.6875,366506000,1.125229955
10/5/2000,1.75,1.571428537,1.678571463,1.575892806,218251600,1.050810218
10/6/2000,1.638392806,1.5,1.620535731,1.584821463,153164200,1.056763887
10/9/2000,1.633928537,1.508928537,1.616071463,1.553571463,149391200,1.035926223
10/10/2000,1.602678537,1.464285731,1.544642806,1.491071463,172775400,0.994250834
10/11/2000,1.5,1.366071463,1.4375,1.401785731,299605600,0.934714973
10/12/2000,1.486607194,1.392857194,1.450892806,1.428571463,297766000,0.952575564
10/13/2000,1.580357194,1.428571463,1.446428537,1.575892806,311938200,1.050810218
10/16/2000,1.660714269,1.526785731,1.59375,1.535714269,205044000,1.024019003
10/17/2000,1.566964269,1.40625,1.549107194,1.4375,150430000,0.958529055
10/18/2000,1.504464269,1.339285731,1.388392806,1.4375,208566400,0.958529055
10/19/2000,1.415178537,1.308035731,1.368299961,1.352678537,376681200,0.901970267
10/20/2000,1.455357194,1.352678537,1.361607194,1.392857194,197815800,0.928761244
10/23/2000,1.46875,1.388392806,1.447542906,1.455357194,137823000,0.970436454
10/24/2000,1.491071463,1.34375,1.477678537,1.348214269,201112800,0.898993254
10/25/2000,1.370535731,1.316964269,1.361607194,1.321428537,165992400,0.881132483
10/26/2000,1.348214269,1.25,1.34375,1.321428537,180462800,0.881132483
10/27/2000,1.370535731,1.276785731,1.348214269,1.325892806,186125800,0.884109199
10/30/2000,1.424107194,1.339285731,1.366071463,1.379464269,159797400,0.919830859
10/31/2000,1.446428537,1.375,1.410714269,1.397321463,221470200,0.931738138
11/1/2000,1.491071463,1.388392806,1.388392806,1.464285731,143841600,0.976390064
11/2/2000,1.602678537,1.504464269,1.508928537,1.59375,147673400,1.062717319
11/3/2000,1.642857194,1.566964269,1.642857194,1.589285731,128955400,1.059740186
11/6/2000,1.616071463,1.491071463,1.602678537,1.53125,98369600,1.021041989
11/7/2000,1.558035731,1.486607194,1.535714269,1.522321463,75490800,1.015088439
11/8/2000,1.53125,1.415178537,1.526785731,1.433035731,105522200,0.955552518
11/9/2000,1.464285731,1.361607194,1.419642806,1.441964269,119208600,0.961506188
11/10/2000,1.419642806,1.361607194,1.382807136,1.361607194,105562800,0.907923818
11/13/2000,1.428571463,1.303571463,1.339285731,1.383928537,107954000,0.922807813
11/14/2000,1.464285731,1.397321463,1.424107194,1.446428537,102250400,0.964483082
11/15/2000,1.441964269,1.375,1.430799961,1.419642806,70589400,0.946621954
11/16/2000,1.415178537,1.348214269,1.392857194,1.357142806,59843000,0.904946744
11/17/2000,1.375,1.303571463,1.370535731,1.321428537,111545000,0.881132483
11/20/2000,1.392857194,1.303571463,1.328121424,1.352678537,102016600,0.901970267
11/21/2000,1.392857194,1.339285731,1.370535731,1.34375,75488000,0.896016479
11/22/2000,1.366071463,1.3125,1.34375,1.321428537,70133000,0.881132483
11/24/2000,1.392857194,1.34375,1.347092867,1.379464269,40233200,0.919830859
11/27/2000,1.424107194,1.321428537,1.419642806,1.334821463,64698200,0.890063107
11/28/2000,1.357142806,1.28125,1.334821463,1.287942886,67281200,0.858804345
11/29/2000,1.308035731,1.232142806,1.292407155,1.254464269,123037600,0.836480677
11/30/2000,1.214285731,1.151785731,1.191964269,1.178571463,202399400,0.785875082
12/1/2000,1.25,1.200892806,1.214285731,1.21875,96426400,0.812666118
12/4/2000,1.227678537,1.174107194,1.227678537,1.191964269,92880200,0.794805348
12/5/2000,1.245535731,1.169642806,1.209821463,1.214285731,153494600,0.809689343
12/6/2000,1.071428537,1,1.044642806,1.022321463,343616000,0.681687176
12/7/2000,1.0625,1,1.03125,1.022321463,102229400,0.681687176
12/8/2000,1.09375,1.03125,1.058035731,1.075892806,108906000,0.717408478
12/11/2000,1.098214269,1.0625,1.084821463,1.084821463,83127800,0.723362207
12/12/2000,1.142857194,1.071428537,1.089285731,1.098214269,96565000,0.732292414
12/13/2000,1.111607194,1.0625,1.111607194,1.071428537,86221800,0.714431763
12/14/2000,1.089285731,1.03125,1.073657155,1.03125,65829400,0.687640607
12/15/2000,1.049107194,1,1.040178537,1.004464269,128486400,0.669779897
12/18/2000,1.044642806,0.995535731,1.040178537,1.017857194,81452000,0.678710103
12/19/2000,1.089285731,1,1.026785731,1,93501800,0.666802883
12/20/2000,1.044642806,0.973214269,0.984371424,1.026785731,141332800,0.684663832
12/21/2000,1.071428537,0.991071403,1.017857194,1.004464269,91711200,0.669779897
12/22/2000,1.071428537,1.008928537,1.008928537,1.071428537,79513000,0.714431763
12/26/2000,1.071428537,1.017857194,1.0625,1.049107194,54203800,0.699547708
12/27/2000,1.058035731,1.013392806,1.024549961,1.058035731,81366600,0.705501378
12/28/2000,1.066964269,1.022321463,1.026785731,1.058035731,76294400,0.705501378
12/29/2000,1.071428537,1.035714269,1.049107194,1.0625,157584000,0.708478332
1/2/2001,1.089285731,1.040178537,1.0625,1.0625,113078000,0.708478332
1/3/2001,1.191964269,1.03125,1.035714269,1.169642806,204268400,0.779921293
1/4/2001,1.321428537,1.200892806,1.295757174,1.21875,184849000,0.812666118
1/5/2001,1.241071463,1.147321463,1.209821463,1.169642806,103089000,0.779921293
1/8/2001,1.21316433,1.138392806,1.209821463,1.183035731,93424800,0.788851678
1/9/2001,1.260042906,1.183035731,1.200892806,1.227678537,147232400,0.818619668
1/10/2001,1.214285731,1.147321463,1.191964269,1.183035731,145195400,0.788851678
1/11/2001,1.321428537,1.160714269,1.160714269,1.285714269,200933600,0.857318103
1/12/2001,1.285714269,1.21875,1.276785731,1.227678537,105844200,0.818619668
1/16/2001,1.303571463,1.214285731,1.245535731,1.223214269,76529600,0.815643013
1/17/2001,1.254464269,1.178571463,1.254464269,1.200892806,210218400,0.800758898
1/18/2001,1.339285731,1.258928537,1.272321463,1.334821463,306752600,0.890063107
1/19/2001,1.397321463,1.334821463,1.388392806,1.392857194,194166000,0.928761244
1/22/2001,1.401785731,1.316964269,1.361607194,1.375,129831800,0.916854024
1/23/2001,1.495535731,1.361607194,1.379464269,1.464285731,219882600,0.976390064
1/24/2001,1.477678537,1.397321463,1.473214269,1.464285731,179272800,0.976390064
1/25/2001,1.46875,1.410714269,1.46875,1.424107194,122427200,0.949598908
1/26/2001,1.415178537,1.361607194,1.392857194,1.397321463,120705200,0.931738138
1/29/2001,1.553571463,1.397321463,1.397321463,1.549107194,213882200,1.032949567
1/30/2001,1.571428537,1.491071463,1.540178537,1.553571463,173105800,1.035926223
1/31/2001,1.607142806,1.53125,1.535714269,1.544642806,182676200,1.029972553
2/1/2001,1.535714269,1.464285731,1.477678537,1.508928537,92423800,1.006157994
2/2/2001,1.566964269,1.464285731,1.508928537,1.473214269,106835400,0.982343853
2/5/2001,1.46875,1.410714269,1.464285731,1.441964269,71528800,0.961506188
2/6/2001,1.527899981,1.428571463,1.439728618,1.508928537,115677800,1.006157994
2/7/2001,1.491071463,1.415178537,1.475442886,1.482142806,98471800,0.988297105
2/8/2001,1.504464269,1.441964269,1.46875,1.482142806,151032000,0.988297105
2/9/2001,1.486607194,1.334821463,1.464285731,1.366071463,147520800,0.910900354
2/12/2001,1.428571463,1.34375,1.361607194,1.40625,68530000,0.937691808
2/13/2001,1.459821463,1.357142806,1.424107194,1.366071463,59267600,0.910900354
2/14/2001,1.401785731,1.321428537,1.370535731,1.392857194,77280000,0.928761244
2/15/2001,1.46875,1.40625,1.40625,1.433035731,77854000,0.955552518
2/16/2001,1.392857194,1.339285731,1.357142806,1.357142806,65977800,0.904946744
2/20/2001,1.388392806,1.299107194,1.370535731,1.308035731,78723400,0.872202218
2/21/2001,1.424107194,1.303571463,1.303571463,1.348214269,97564600,0.898993254
2/22/2001,1.383928537,1.285714269,1.361607194,1.34375,107990400,0.896016479
2/23/2001,1.348214269,1.303571463,1.330357194,1.34375,73466400,0.896016479
2/26/2001,1.40625,1.325892806,1.361607194,1.392857194,51609600,0.928761244
2/27/2001,1.388392806,1.334821463,1.377228618,1.383928537,87129000,0.922807813
2/28/2001,1.388392806,1.294642806,1.383928537,1.303571463,127058400,0.869225204
3/1/2001,1.339285731,1.227678537,1.272321463,1.339285731,82615400,0.893039703
3/2/2001,1.459821463,1.303571463,1.308035731,1.375,101550400,0.916854024
3/5/2001,1.464285731,1.375,1.383928537,1.455357194,81043200,0.970436454
3/6/2001,1.575892806,1.477678537,1.479907155,1.535714269,182950600,1.024019003
3/7/2001,1.544642806,1.482142806,1.522321463,1.517857194,104885200,1.012111783
3/8/2001,1.508928537,1.459821463,1.477678537,1.486607194,51214800,0.991274238
3/9/2001,1.477678537,1.428571463,1.473214269,1.446428537,74783800,0.964483082
3/12/2001,1.419642806,1.294642806,1.40625,1.330357194,97755000,0.887086332
3/13/2001,1.397321463,1.299107194,1.348214269,1.397321463,110832400,0.931738138
3/14/2001,1.464285731,1.316964269,1.321428537,1.459821463,119443800,0.973413408
3/15/2001,1.526785731,1.40625,1.491071463,1.40625,132329400,0.937691808
3/16/2001,1.450892806,1.348214269,1.357142806,1.401785731,117579000,0.934714973
3/19/2001,1.473214269,1.392857194,1.410714269,1.46875,89002200,0.979367197
3/20/2001,1.495535731,1.40625,1.479907155,1.40625,124801600,0.937691808
3/21/2001,1.491071463,1.383928537,1.412942886,1.4375,92843800,0.958529055
3/22/2001,1.553571463,1.441964269,1.455357194,1.544642806,180825400,1.029972553
3/23/2001,1.683035731,1.571428537,1.575892806,1.642857194,236222000,1.095462084
3/26/2001,1.696428537,1.509285688,1.652142882,1.55571425,183612800,1.037354946
3/27/2001,1.646428585,1.564285755,1.567142844,1.633571386,135955400,1.089270234
3/28/2001,1.607142806,1.535714269,1.577142835,1.583571434,146165600,1.055929899
3/29/2001,1.674999952,1.535714269,1.554999948,1.609285712,153266400,1.073076487
3/30/2001,1.622857094,1.524285674,1.610714316,1.576428533,100087400,1.051167369
4/2/2001,1.618571401,1.528571486,1.577857137,1.542142868,85227800,1.02830565
4/3/2001,1.528571486,1.437857151,1.525714278,1.445714235,92171800,0.964006662
4/4/2001,1.446428537,1.339285731,1.411428571,1.392857194,171371200,0.928761244
4/5/2001,1.607142806,1.428571463,1.471428514,1.490714312,111690600,0.994013011
4/6/2001,1.502857089,1.421428561,1.485714316,1.470714331,81222400,0.98067677
4/9/2001,1.524285674,1.432857156,1.477857113,1.46714282,66645600,0.978295207
4/10/2001,1.621428609,1.484285712,1.492857099,1.574285746,114343600,1.049738526
4/11/2001,1.642857194,1.519999981,1.64142859,1.557142854,83524000,1.038307548
4/12/2001,1.644285679,1.510714293,1.529999971,1.601428628,74733400,1.067837238
4/16/2001,1.600000024,1.49000001,1.577857137,1.531428576,71306200,1.021161437
4/17/2001,1.514999986,1.399999976,1.514285684,1.45714283,171299800,0.971627295
4/18/2001,1.720000029,1.505714297,1.540714264,1.627857089,275210600,1.085459948
4/19/2001,1.839285731,1.685714245,1.825000048,1.837142825,468417600,1.225012302
4/20/2001,1.830714345,1.757142901,1.780714273,1.788571477,173350800,1.192625165
4/23/2001,1.785714269,1.714285731,1.738571405,1.732142806,135381400,1.154997826
4/24/2001,1.767857194,1.679285765,1.737857103,1.716428518,94284400,1.144519925
4/25/2001,1.775714278,1.683571458,1.729285717,1.765714288,82695200,1.177383542
4/26/2001,1.864285707,1.762857199,1.797857165,1.763571382,199924200,1.1759547
4/27/2001,1.877857089,1.767857194,1.799999952,1.871428609,113253000,1.24787426
4/30/2001,1.937142849,1.77642858,1.907142878,1.820714235,123694200,1.214058042
5/1/2001,1.892857194,1.799999952,1.815000057,1.852142811,106813000,1.235014319
5/2/2001,1.907142878,1.840000033,1.881428599,1.899285674,92131200,1.266449571
5/3/2001,1.875,1.76642859,1.855000019,1.78285718,75385800,1.188814878
5/4/2001,1.846428514,1.711428523,1.731428623,1.839285731,70263200,1.226441503
5/7/2001,1.840000033,1.774285674,1.830000043,1.78285718,69137600,1.188814878
5/8/2001,1.817857146,1.71071434,1.810714245,1.754999995,78859200,1.170239091
5/9/2001,1.753571391,1.69071424,1.724285722,1.712857127,81222400,1.142138362
5/10/2001,1.75,1.639285684,1.729285717,1.642857194,72244200,1.095462084
5/11/2001,1.677857161,1.625714302,1.643571377,1.632142901,50761200,1.088317752
5/14/2001,1.691428542,1.625,1.63499999,1.663571477,77305200,1.109274387
5/15/2001,1.821428537,1.645714283,1.669285655,1.655714273,59256400,1.104035378
